公司名稱,職缺內容,所需技能,職缺網址,擅長工具
正美企業股份有限公司,網站後台開發工程師-python,"部門主要服務範圍如下：
1.產業溯源應用服務
2.列印即需服務
3.企業供應鏈門戶網站
4.基於區塊鏈（blockchain）的供應鏈協同/金融

這項職務主要負責以下內容：
1.網站系統的設計與開發
2.與產品或專案人員協作，完成軟體專案及服務網站的開發及維護
",www.104.com.tw/job/5sdnl?jobsource=2018indexpoc,"['Linux', 'PHP', 'Python']"
干城數碼有限公司,Python / R 數據分析師/資料分析師_D,"1.預估訂單，使用統計、機器學習、深度學習等演算法進行建模
2.協助定義商業問題以及方法論，定義假說以及指標，調整設計數據模型 
3.資料分析專案管理 
4.負責專案之提案/執行",www.104.com.tw/job/6vg27?jobsource=2018indexpoc,"['Python', 'MS SQL', 'PL/SQL']"
聯成電腦有限公司(聯成電腦/聯成美語),資深 Python 程式設計語言(課程講師) - 忠孝分校,"【業界經驗】至少有python開發經驗2年以上。
【授課經驗】授課經驗2年以上
【其它】
+ 熟 Python程式語言、Scipy、Spark、SQL Server資料庫、資料探勘、統計分析相關經驗。
+ 需有作品or開發程式範例。",www.104.com.tw/job/6gaqg?jobsource=2018indexpoc,"['Java', 'Python']"
聯合智網股份有限公司,【策略分析部】Python工程師,"工作內容：
-參與電子商務技術發展。
-熟悉數據擷取和解析技術，分析相關資料。
-支援營運團隊線上數據開發。
-管理階層決策所需數據提供。

要求項目：
-兩年以上 Python 程式運用經驗，數據串流，可以銜接演算法相關應用服務。",www.104.com.tw/job/6wupp?jobsource=2018indexpoc,"['Linux', 'Python', 'MySQL']"
聯成電腦有限公司(聯成電腦/聯成美語),Python 程式設計語言(授課講師) - 忠孝分校,"【業界經驗】至少有python開發經驗2年以上。
【授課經驗】若有尤佳，若無則需準備教材試教以確認教學能力。
【其它】
+ 熟 Python程式語言、Scipy、Spark、SQL Server資料庫、資料探勘、統計分析相關經驗。
+ 需",www.104.com.tw/job/6gamf?jobsource=2018indexpoc,"['Java', 'Python']"
聯成電腦有限公司(聯成電腦/聯成美語),Python 程式設計語言(課程講師) - 豐原認證中心,"【業界經驗】至少有python開發經驗2年以上。
【授課經驗】若有尤佳，若無則需準備教材試教以確認教學能力。
【其它】
* 熟 Python程式語言、Scipy、Spark、SQL Server資料庫、資料探勘、統計分析相關經驗。
* 需",www.104.com.tw/job/67e0x?jobsource=2018indexpoc,"['Java', 'Python']"
和瑞科技股份有限公司,應用工程師 C or Python (FAE)," board後建議備車，公司有相關津貼補助

【技術需求】

  1. (MUST) 有C 或 Python程式開發能力或專案開發經驗，或有其他程式語言相關經驗
  2. (MUST) 有Linux使用或管理經驗
  3. (NICE) 修習",www.104.com.tw/job/5esa0?jobsource=2018indexpoc,"['Linux', 'C', 'Python']"
聯成電腦有限公司(聯成電腦/聯成美語),Python 程式設計語言(課程講師) - 士林分校,"【業界經驗】至少有python開發經驗2年以上。
【授課經驗】若有尤佳，若無則需準備教材試教以確認教學能力。
【其它】
+ 熟 Python程式語言、Scipy、Spark、SQL Server資料庫、資料探勘、統計分析相關經驗。
+ 需",www.104.com.tw/job/6h9yj?jobsource=2018indexpoc,"['Java', 'Python', 'MySQL', 'J2SE']"
艾得基客行銷顧問股份有限公司,Java/Python/Go 大數據平台工程師,"Java/Python/Go 大數據平台工程師

adGeek艾得基客是一家專注於網路廣告優化及行銷整合的互聯網公司。目前我們團隊處於高速開發產品的時間，產品的功能相當多，可以玩與嚐試的東西很多，特別是架構面的東西，如消息隊列、大數據架構、設",www.104.com.tw/job/6j2dn?jobsource=2018indexpoc,"['Linux', 'UML', 'Java', 'PHP', 'Python', 'MySQL', 'RDBMS', 'HTML', 'JavaScript', 'jQuery', 'HTTP', 'ssh']"
積大企業有限公司,【電子商務部】Python工程師,"和溝通能力

大加分項目：
1. Python相關工作經驗
2. 爬蟲程式製作的基礎知識與經驗
3. 熟悉django",www.104.com.tw/job/6yb7d?jobsource=2018indexpoc,['Python']
巨匠電腦股份有限公司(巨匠電腦)(巨匠美語),Python AI_技能教學講師(不限區域),"1.熟悉Python
2.AI人工智慧相關案例",www.104.com.tw/job/6qwlo?jobsource=2018indexpoc,"['C#', 'Java', 'Python']"
聯成電腦有限公司(聯成電腦/聯成美語),Python程式講師-新竹分校,主要教授Python程式語言，運用在資料分機或網頁爬蟲，帶同學進入相關領域，本中心備有完整授課大綱及相關教材，歡迎想往補教領域發展的你加入,www.104.com.tw/job/5y4rk?jobsource=2018indexpoc,"['Python', 'MySQL']"
樂購蝦皮股份有限公司,Shopee APP -  Python Backend Developer 後端工程師,"1. Design and implement web back-end services using Python
2. Write high-quality, clean, maintainable code using",www.104.com.tw/job/6m0or?jobsource=2018indexpoc,[]
中國人壽保險股份有限公司(總公司),F-資深數據分析師(Python),"1. 異質資料庫數據整合 
2. 數據分析、應用之相關程式(C#或VB.Net或Python)開發 
3. 資料庫SQL語法開發 
4. 協助企劃、行銷團隊進行數據分析",www.104.com.tw/job/6gjxh?jobsource=2018indexpoc,['Python']
聯成電腦有限公司(聯成電腦/聯成美語),Python程式分析講師-桃園分校,主要教授Python程式語言，帶同學進入程式分析領域，本中心備有完整授課大綱，歡迎想往補教領域發展的你加入,www.104.com.tw/job/5yxro?jobsource=2018indexpoc,"['Python', 'MySQL']"
紅門互動股份有限公司,Python Flask網站研發工程師(台中),"新獎)」
https://drive.google.com/file/d/1sBQrWne_M4JqbkGr21n6J8SjoG_szCe2/view


2．需使用python 開發前端網站與後端資料ETL(對全端工程師工作有興趣者)",www.104.com.tw/job/6kf9h?jobsource=2018indexpoc,"['Systems Analysis', 'Python']"
聯成電腦有限公司(聯成電腦/聯成美語),資深Python 程式設計語言(課程講師) - 豐原認證中心,"【業界經驗】至少有python開發經驗3年以上。
【授課經驗】兩年以上尤佳。
【其它】
* 熟 Python程式語言、Scipy、Spark、SQL Server資料庫、資料探勘、統計分析相關經驗。
* 需有作品or開發程式範例。",www.104.com.tw/job/6g3dw?jobsource=2018indexpoc,"['Java', 'Python']"
聯成電腦有限公司(聯成電腦/聯成美語),Python 程式設計語言(課程講師) - 基隆、大台北地區,"【業界經驗】至少有python開發經驗2年以上。
【授課經驗】若有尤佳，若無則需準備教材試教以確認教學能力。
【其它】
+ 熟 Python程式語言、Scipy、Spark、SQL Server資料庫、資料探勘、統計分析相關經驗。
+ 需",www.104.com.tw/job/6gcfy?jobsource=2018indexpoc,"['Java', 'Python']"
智趣王數位科技股份有限公司,WEB網頁程式設計師(JAVA/Python),"，JSP(JSTL標籤、EL標籤)) 或 Python(Flask, SqlAlchemy)
2. 熟悉 MySQL，除了ORM外，也可以根據需求或系統效能撰寫SQL指令碼。如果其他人很忙，也要能任務需求自行規劃、設計資料結構。
3. 熟悉",www.104.com.tw/job/3y3uv?jobsource=2018indexpoc,[]
"Synopsys Taiwan Co., Ltd._台灣新思科技股份有限公司",IT職務類 (實習 Intern): Python programming (一周至少2天) (竹科),"-side frontend UI framework (e.g. Flask)
	Server-side programming skills by Python, include data processing, web service",www.104.com.tw/job/6yi9b?jobsource=2018indexpoc,['Python']
美商美創資通股份有限公司台灣分公司,資深後端系統工程師 (python),"徵求有實力的 web service 後端開發者

5 年以上工作經歷，並熟悉以下項目：

1. Linux 指令與應用
2. Webservice 開發經驗, python-base 尤佳, e.g. Web2py, Django,",www.104.com.tw/job/4mfzt?jobsource=2018indexpoc,"['PHP', 'Python', 'Database Management']"
全富數位有限公司,後端工程師 Python Engineer,"歡迎有一定程度 Python基礎，並具 Web 研發相關知識， 
願意對技術持續精進的熱血工程師投遞。 

職責要求： 
1. 從事 Python Web 相關工作。 
2. 熟悉網路爬蟲技術
3. 持續優化產品的效能和質量
4.",www.104.com.tw/job/6izvs?jobsource=2018indexpoc,[]
平安房屋仲介股份有限公司,Python資深工程師,我們是由一群具有熱誠、豐富產業經驗、有想法的夥伴，所共同組成的高戰鬥力不動產科技（Proptech）平台開發團隊，正在積極地找尋有熱情、有想法的專業人才。只要您是高手或好手，您~ 就是我們需要的合作夥伴，誠摯地邀請您的加入。,www.104.com.tw/job/6yjxf?jobsource=2018indexpoc,[]
彣峴科技股份有限公司,Python 後端工程師 --關係企業：艾旺科技 http://www.ioneit.com/,"職位描述：
1. 負責項目基礎框架設計及構建。
2. 負責公司後端項目開發和維護，進行需求分析和功能設計。
3. 對於軟體開發及新技術學習有濃厚興趣，以及較強的邏輯分析和獨立解決問題能力。

必備條件 : python django 開",www.104.com.tw/job/6y4zn?jobsource=2018indexpoc,"['Python', 'MySQL', 'JavaScript', 'VueJS', 'Django']"
金冠科技有限公司,Python 後端工程師 (Junior),"以 Python 負責開發公司後端系統平台，
持續優化產品的效能和質量，需與前端密切整合
系統技術研究與專案推動上線
爬蟲數據資料分析",www.104.com.tw/job/6lw8b?jobsource=2018indexpoc,[]
台灣智園有限公司,"初級軟體程式設計師 (Java, C#, Python)","一定的實作經驗，能熟悉迴圈、遞迴、陣列、樹狀結構，解決搜尋、排序問題 
　b. 具物件導向設計觀念，熟悉 Java, C#, python 一個或以上程式語言
　c. 對 Web App 有基本認識（HTML, CSS, Javascript）",www.104.com.tw/job/6h2q5?jobsource=2018indexpoc,"['ASP.NET', 'C#', 'Java', 'Python', 'Spring', 'Visual C#', 'Visual Studio .net', 'MS SQL', 'MySQL', 'HTML', 'JavaScript', 'jQuery']"
雙子數位科技有限公司,Python演算法開發工程師,"1. 協助研究單位進行影像辨識、訊號處理、人工智慧演算法開發
2. 根據專案需求進行核心演算法開發、重構
3. 負責資料清洗、演算數據監控及演算效率優化
4. 相關規格與技術文件撰寫",www.104.com.tw/job/6xwtk?jobsource=2018indexpoc,[]
犀牛盾_愛進化科技股份有限公司,Python 資料處理工程師,"本要求】
- 熟悉 Python
- 熟悉 Git
- 熟悉常用 Linux 指令
- 熟悉關聯式資料庫，如 MySQL

【加分條件】
- 熟悉 AWS EC2、RDS 或 S3
- 樂於分享技術新知

【團隊文化】
為了更",www.104.com.tw/job/6vabn?jobsource=2018indexpoc,[]
台灣智園有限公司,"中階/資深 軟體程式設計師 (Java, C#, Python)"," 具物件導向設計觀念，熟悉 Java, C#, python 一種以上Web 後端架構，寫出易讀、易擴充的代碼
   b. 熟悉 Web （HTML, CSS, Javascript）前端技術，有以下經驗更佳：AngularJS, Vue.js",www.104.com.tw/job/43g75?jobsource=2018indexpoc,"['ASP.NET', 'C#', 'Java', 'Python', 'Spring', 'Visual C#', 'Visual Studio .net', 'MS SQL', 'MySQL', 'HTML', 'JavaScript', 'jQuery', 'CSS', 'AngularJS', 'VueJS']"
堯晉科技有限公司,高階後端Python工程師,"如果你有用 ：

1. Django 
2. Flask 
3. Tornado 
4. Sanic 
5. 其他 Python 後端框架 
 
架構過大型專案，且讓產品上線並且解決客戶端的各種後端需求。
對後端 WEB 服務專",www.104.com.tw/job/6tdrk?jobsource=2018indexpoc,['Django']
Tata Consultancy Services Limited Taiwan Branch_印度商塔塔顧問服務有限公司台灣分公司,Python Engineer (工作地點:台南/新竹),"* 具備物件導向程式開發：C++/C/ Python
* 熟悉Python（用於ansible）、C++（用於SONiC）、PTF框架（SONiC Ansible測試中使用的數據生成器）。
* 了解Jenkins的工作流程、Redis數據庫及",www.104.com.tw/job/6wq92?jobsource=2018indexpoc,"['Linux', 'C++', 'Java', 'Python']"
美商連科股份有限公司,資深軟體工程師 (Python),"月薪：8~12萬
職缺：Senior Python Developer 1人 (Fullstack or Platform)

Join us in building the best e-commerce SaaS platform to",www.104.com.tw/job/5p5ft?jobsource=2018indexpoc,[]
美商連科股份有限公司,軟體工程師 (Python),"月薪：6~9萬
職缺：Python Developer 1~2人

Join us in building the best e-commerce SaaS platform to revolutionize how retailers",www.104.com.tw/job/5t1rj?jobsource=2018indexpoc,[]
遊戲河流有限公司,python開發工程師（台北）,"1.撰寫通訊系統後端
2.熟悉 django
3.熟悉 web socket 協定",www.104.com.tw/job/6rmi7?jobsource=2018indexpoc,['Python']
居家先生股份有限公司,後端工程師 Back-End Engineer(需熟悉PHP、Python),"，具備團隊配合度與具抗壓性
◎具備良好的邏輯分析能力和良好的理解溝通能力，能夠獨立解決問題。

[必要條件]
◎2年以上經驗
◎熟悉 PHP、Python 程式語法
◎曾參與開發企業電子商務網站程式經驗者
◎熟悉 Linux 及",www.104.com.tw/job/6ytit?jobsource=2018indexpoc,"['Github', 'PHP', 'Python', 'MySQL', 'AWS', 'e-commerce']"
緯創軟體股份有限公司,【 2020軟體技術人才招募】Python 工程師,"【１年以上軟體相關經驗者，歡迎投遞！】資格不符者，恕不另行通知，謝謝!
緯創軟體是台灣唯一專注於全球交付的資訊服務上櫃公司。因應業績不斷成長，需要大量人才加入國際軟體開發團隊。
● 主要專案有：(1)銀行/保險/證券業系統開發、(2) 半導體/面板/電子產業相關系統開發、(3)通訊業系統開發、(4) 資安系統開發、(5)其他新技術應用開發, 如Machine Learning, Big Data…等。
● 歡迎有任一產業經驗的軟體工程師與程式設計師加入我們。資深者佳。
● 因專案眾多，將根據您產業經驗、技術程度、專長類別、與期待工作地點，於面試時詳談工作內容與機會。

1. Developing backend services 
2. Design, maintain and scale our distributed infrastructure
3. Propose new ways and technologies for automation
工作地點：新竹或台北",www.104.com.tw/job/69za2?jobsource=2018indexpoc,"['Python', 'MS SQL', 'MySQL']"
圓祐資訊股份有限公司,資深Python/Django全端工程師,"負責AI交談機器人產品研發, 與世界頂尖專家一同工作，提供您一個穩自我實現的平台，邀請有企圖心的軟體人才加入我們!
1. 熱愛Python
2. 熟悉Django和Django Rest Framework
3. 熟悉PosgreSQL",www.104.com.tw/job/6urf6?jobsource=2018indexpoc,[]
創順科技有限公司,後端工程師 Back-end Engineer ( Python ),"【人生苦短，我用 Python】
歡迎有一定程度 Python基礎，並具 Web 研發相關知識，
願意對技術持續精進的熱血工程師投遞。

職責要求： 
1. 從事 Python Web 相關工作。
2. 負責 REST API 的開發",www.104.com.tw/job/5oxtq?jobsource=2018indexpoc,[]
康翔科技股份有限公司,Python工程師(AWS Lambda),"開發一款提供給企業客戶專門使用的APP
工程師負責後端撰寫Python的部分(需要可以獨立作業的能力)
Python寫在AWS Lambda上做資料交換後回傳到前端APP(IOS & Android)",www.104.com.tw/job/6wble?jobsource=2018indexpoc,[]
康翔科技股份有限公司,Python工程師(machine learning),"需求技術：python, R, SQL or noSQL佳, 統計系畢業佳, 英文中等以上
職務內容：machine learning, e.g.訂單評估",www.104.com.tw/job/6vfpo?jobsource=2018indexpoc,[]
創順科技有限公司,資深後端工程師 Sr. Back-end Engineer ( Python ),"【 人生苦短，我用 Python 】

職責要求：  
1. 負責以 Python 周邊技術為主的 web 服務的技術選型、架構設計。
2. 處理服務高並發、高可用的調優。
3. 新技術、工具的探索、研究和應用。
4. 實踐微服務架構",www.104.com.tw/job/5oxur?jobsource=2018indexpoc,[]
國泰金控_國泰金融控股股份有限公司,"資料科學工程師（Python 後端研發）-- 資料科學實驗室  (數數發中心, DDT)","工作內容

我們 資料科學實驗室 的文化

- 我們樂於互相分享，也樂於互相學習
- 我們有主動發現問題，主動解決問題的特質
- 我們的討論風氣興盛，沒有階級之分

我們 資料科學實驗室 正在尋找的 Python 後端工程師，負責為軟體產品或專案",www.104.com.tw/job/6k5ft?jobsource=2018indexpoc,[]
國泰金控_國泰金融控股股份有限公司,"資料科學工程師（Python 軟體工程）-- 資料科學實驗室 (數數發中心, DDT)","與程式開發，依照個人技術能力與發展安排，可能包含但不限如下相關內容：

- 資料 ETL 相關創新技術研究
- 基於 Spark ETL 技術，研發創新產品
- 基於 Python 語言之產品開發，推廣及後續維護
- 與數據分析師合作，進行機器學習",www.104.com.tw/job/6w7ov?jobsource=2018indexpoc,[]
艾斯移動股份有限公司,應用服務開發工程師( Java/ Python),"工作內容
1.    智能客服中台應用服務設計與開發 
2.    聊天機器人相關應用服務設計與開發 
3.    AI輔助工具設計與開發

應徵條件
1.   有敏捷開發經驗。 
2.   可依產品story board快速規劃產品實作規格，如：開立 HTTP API 或 Restful API...等等。 
3.   可獨立操作 Linux 作業系統。 
4.   熟悉 HTTP / WebSocket 傳輸協定。 
5.   熟悉 JWT 應用。 
6.   熟悉使用 Jenkins 
7.   熟悉 git，有參與 git flow 經驗。 
8.   基本 RDB 資料庫操作 
9.   基本 Mongo DB 操作 
10. 基本 Redis 操作 
11.   基本 Elasticsearch 操作 
12.   熟悉微服務軟體建置 

*此職務須具備英文技術文件閱讀能力
*本職務可接受實習及兼職，一週須安排 3 天以上全日班，能力與工作內容面談。",www.104.com.tw/job/6nml7?jobsource=2018indexpoc,[]
鈦度科技有限公司,python工程師,"1. 開發網站(如Django framework) 
2. 系統串連，如以SQLAlchemy連結Relational Database (SQL Server)
3. 需熟悉OOP及MVC觀念及運用。 
4.  開發Restful API。 
5. 熟悉版本控制及testing技術。",www.104.com.tw/job/6xglu?jobsource=2018indexpoc,[]
遊戲橘子數位科技股份有限公司,Python演算法開發工程師(約聘),"1. 協助研究單位進行影像辨識、訊號處理、人工智慧演算法開發
2. 根據專案需求進行核心演算法開發、重構
3. 負責資料清洗、演算數據監控及演算效率優化
4. 相關規格與技術文件撰寫
5. 負責委外廠商管理,包括專案管理與驗收
6. 具備Node.js 開發經驗(optional)
7. 擁有或具備 Image Processing、Signal processing、AWS、GCP 相關知識
8. 熟悉 Git 版本管理工具、Docker、 Linux 系統操作
9. 熟悉 OpenCV、Caffe 等相關演算法工具
10. 需有兩年相關開發經驗

(本職缺為一年期約聘，若能接受再進行投遞)",www.104.com.tw/job/x9yc?jobsource=2018indexpoc,"['Linux', 'Python', 'AWS', 'Node.js']"
緯創資通股份有限公司,Python Developer(軟體研發)_ 汐止 _ 00000,"1. Mastery of Python programming with Django.
2. Experience with relational database is required. MongoDB is a plus.
3.",www.104.com.tw/job/4ucmh?jobsource=2018indexpoc,[]
睿點行動股份有限公司,後端資料工程師 Backend Data Engineer (Python)," Python、Pandas 資料處理流程
・熟悉 Linux 操作與設定
・具備網站爬蟲實作經驗
・一年以上相關工作經驗
・具自主分析問題與尋找解決方案之意願與能力
・具備團隊合作能力，能夠主動與 PM、設計師等討論並給予專業建議，共同追求",www.104.com.tw/job/6p3ps?jobsource=2018indexpoc,"['Linux', 'Python', 'MySQL', 'JavaScript']"
健行學校財團法人健行科技大學,健行科技大學推廣教育中心講師-Python,"Python講師，經歷超過2年以上。
3.任一專業領域：資料庫架構、程式語言、Python、數據分析。
4.假日(六日)排課。0900-1600",www.104.com.tw/job/6ntgo?jobsource=2018indexpoc,[]
鼎順數位科技有限公司,遊戲後端工程師【需具經驗 / 薪資待遇依能力面談 / JavaScript、C#、Python】,"工作內容：
1.遊戲後端伺服器及API開發與維護。
2.後台管理介面的開發與維護。
3.熟悉資料庫運用。
4.技術文件撰寫。

需求條件： 
1.熟悉下列任一程式語言：JavaScript、C#、Python。
2.具備獨立作業能",www.104.com.tw/job/6yhop?jobsource=2018indexpoc,"['ASP.NET', 'C#', 'Python', 'JavaScript']"
Advantech_研華股份有限公司,Python 軟體開發工程師(工作地點 : 昆山),"1.主要負責研華企業雲平臺專案開發及運維
2.企業內部流程性/報表類網站製作
3.微服務框架定義與搭建
4.負責企業內部自動化資料的採集和資料庫之間關聯
5.對生產資料/機台資料/環境資料等進行微服務化處理
6.開發雲平臺應用，並應用docker等容器技術進行平臺發佈",www.104.com.tw/job/6rx7o?jobsource=2018indexpoc,"['AJAX', 'HTML', 'JavaScript', 'jQuery']"
騰曜網路科技股份有限公司,Python軟體工程師,"1.與PO/Front-End團隊合作，開發產品功能。
2.與Architect團隊合作，使用microservices，設計產品後端架構。
3.維護及優化現有產品功能。",www.104.com.tw/job/6yeay?jobsource=2018indexpoc,[]
願暻有限公司,Lead Software Engineer (PHP/Python/Golang &amp; Javascript) 150k-180k 資深軟體工程師," knowledge in backend development using one of the following is a 
must:
o	PHP (Yii, Laravel, Symfony), Python (Django, flask)",www.104.com.tw/job/6uenl?jobsource=2018indexpoc,[]
將來商業銀行股份有限公司,【109】Backend 後端開發工程師 ( Python / Java / C# .NET),"• 協助解決與提供業務端的可行的技術服務方案
 • 協助產品 、UI/UX 團隊討論服務流程與技術的可行性，找出解決方法
 • 與前端討論、定義並開發系統的 API 的資料格式 與 傳遞方式
 • 負責服務的後端需求與程式邏輯流程開發、資料庫設計
 • 與 SRE 團隊一同找出效能瓶頸並持續精進和優化服務
 • 與 QA 團隊一同參與測試並不斷提升服務產品的 Robust 可靠與強韌性
 • 負責與 DevOps 團隊討論、定義與找出完善服務系統的部署與持續整合流程
 • 找出最有趣、屬於「將來」的工作模式、一同參與制定產品的服務技術走向與技術團隊文化",www.104.com.tw/job/6s64x?jobsource=2018indexpoc,[]
奔騰網路科技有限公司,[Python]平台開發者 / Platform Developer,"司程式設計相關經驗 
- 1 年以上 Python 相關經驗 
- 熟悉物件導向程式設計 
- 具備 RESTful API 設計和實作經驗 
- 熟悉 Unix* 系統操作經驗",www.104.com.tw/job/6f6k8?jobsource=2018indexpoc,[]
堯晉科技有限公司,初階Python工程師 ,"1. 知道什麼是 Client / Server 架構 
2. 有寫過 Socket 相關連線程式經驗 
3. 知道什麼是 Web 程式設計 
4. 知道什麼是 XMLHttpRequest（XHR）以及 Ajax 
5. 知道什麼是物件導向語言 
6. Git 操作 
7. 網路基礎概念 
8. 資料結構 / 演算法 相關知識 
9. 作業系統概念 
10.有拆解過任何一個 Open Source 的相關經驗",www.104.com.tw/job/6v9ez?jobsource=2018indexpoc,[]
固特斯股份有限公司,"後端軟體工程師-python, linux, aws (智慧生活IOT物聯網)","我們是做智慧家庭iot相關產品的公司,
所以我們尋找對實現物聯網、智慧家庭領域具有熱忱的後端軟體工程師(Software engineering)

工作內容:
1.熟悉python,linux
2.物聯網IoT後台開發與維運(",www.104.com.tw/job/6ii07?jobsource=2018indexpoc,[]
飛資得資訊股份有限公司,程式設計師(Python),"1.執行指派自有產品及專案軟體系統程式開發。
2.專案產品軟體系統測試與導入。
3.系統保固維護服務及客戶服務之技術問題解決
4.具備團隊合作能力，能夠主動與PM、設計師等討論並給予專業建議，共同追求合適的解決方案。
",www.104.com.tw/job/6lo70?jobsource=2018indexpoc,"['Linux', 'MySQL', 'Django']"
歐立威科技股份有限公司,Python 工程師 (Linux),"1.負責軟體之分析、設計以及程式撰寫。
2.規劃執行軟體架構及模組之設計，並控管軟體設計進度。
3.進行軟體之測試與修改。
4.熟悉Linux環境。
5.英語能力佳（需提供考試證明）",www.104.com.tw/job/6q2ao?jobsource=2018indexpoc,[]
彩虹雲端科技有限公司,Python 爬蟲工程師,網站爬蟲、資料輸出、API串接,www.104.com.tw/job/6qgsx?jobsource=2018indexpoc,[]
康翔科技股份有限公司,python工程師(新店區),系統的新增修改為主,www.104.com.tw/job/6ykho?jobsource=2018indexpoc,[]
樹人科技有限公司,Python工程師(台北),"1.撰寫通訊系統後端
2.熟悉 django
3.熟悉 web socket 協定",www.104.com.tw/job/6t65s?jobsource=2018indexpoc,[]
